"Story","Title","Result","Date","Stability","Duration (s)"
"Test login","Test login usuario vacío","SUCCESS","2020-05-19T11:22:57.474-03:00[America/Buenos_Aires]","0.0","17.64"
"Test login","Test login correcto","SUCCESS","2020-05-20T16:06:16.147-03:00[America/Buenos_Aires]","0.0","34.85"
